tconst,primaryTitle,startYear,worldwide,domestic,log_worldwide,log_domestic,dom_r,dom_g,dom_b,avg_brightness,avg_saturation,orange_teal_score,face_count,face_density,release_month,release_window
tt12789212,Final Account,2020,353077,308976.0,12.774444274679473,12.641022119452602,231,236,241,206.21,39.39,0.1515,5,0.135,9,Summer
tt4916534,"Rico, Oskar und der Diebstahlstein",2016,531452,,13.183370043879467,,174,124,80,184.71,112.62,0.3787,2,0.0533,4,Other
tt2277860,Finding Dory,2016,1029266989,486295561.0,20.752112725643457,20.002327149278496,11,168,218,164.15,217.29,0.4624,0,0.0,6,Summer
tt6167894,Angamaly Diaries,2017,661915,,13.402893938650632,,248,214,11,192.26,218.66,0.0609,6,0.16,3,Other
tt20168564,Alienoid,2022,12109608,168309.0,16.309509827642213,12.033562796120211,9,4,15,99.7,164.63,0.1321,1,0.0267,7,Summer
tt6373738,Childhood,2017,397544,,12.893063414216202,,53,43,20,130.64,145.78,0.1104,0,0.0,3,Other
tt8461224,The Tax Collector,2020,1325781,1044212.0,14.09751303198886,13.858774049603367,11,18,25,105.03,175.07,0.245,3,0.08,8,Summer
tt35873776,Seesaw,2025,63625,,11.06077747082165,,33,29,30,121.24,128.44,0.3009,7,0.1867,6,Other
tt7057306,That Summer,2017,44659,34556.0,10.70683352539415,10.450365413594616,161,60,27,181.96,186.11,0.3781,2,0.0533,9,Summer
tt22039496,The Lulus,2022,2578094,,14.762561312073844,,233,205,152,150.38,131.84,0.2785,6,0.16,9,Other
tt14454404,The Enchanted Cave,2022,150252,,11.920075818920251,,11,19,50,119.7,133.25,0.2579,5,0.1333,6,Other
tt3458118,Blood on the Mountain,2016,4664,4664.0,8.447843113281444,8.447843113281444,27,25,24,109.43,49.85,0.452,4,0.1067,5,Summer
tt10215424,Liam Gallagher: As It Was,2019,477009,,13.075292734011317,,38,37,37,60.11,8.14,0.0363,1,0.0267,6,Other
tt5990066,Bad Match,2017,3351,3351.0,8.117312461601975,8.117312461601975,11,6,6,41.75,105.81,0.188,2,0.054,8,Awards
tt5154896,The Most Beautiful Day,2016,16542495,,16.6214431430669,,37,29,27,139.48,96.53,0.4775,2,0.0533,2,Other
tt6336002,The Curious World of Hieronymus Bosch,2016,95697,,11.468952678581076,,25,21,15,96.89,103.33,0.1489,1,0.027,12,Other
tt6318714,Coureur,2018,19651,,9.885934393288538,,149,141,84,121.49,139.57,0.0211,0,0.0,10,Other
tt18108824,The Friend,2024,5237117,3941217.0,15.471281904991743,15.18700037055694,232,223,217,204.46,51.84,0.6579,2,0.0533,8,Spring
tt6083534,The Pigeon,2018,4988,,8.514990767861038,,26,37,33,126.91,72.46,0.2024,1,0.0283,2,Other
tt7867724,The Reservoir Game,2017,858921,,13.663433393583922,,184,141,100,169.59,112.12,0.0405,2,0.0533,9,Other
tt1934452,Realms,2017,22443,147.0,10.018778596870863,4.997212273764115,9,18,24,64.07,170.94,0.386,0,0.0,12,Awards
tt21417736,Kamen Rider Geats × Revice: Movie Battle Royale,2022,2070212,,14.543162058498584,,26,12,13,117.06,138.34,0.288,0,0.0,12,Other
tt9010360,The Legend of the Five,2020,115490,,11.65694788382998,,18,19,14,95.32,119.41,0.2316,8,0.2133,6,Other
tt10530128,Shining Star: The Birth of New Luna-Queen,2019,107869,,11.588682077369477,,228,213,220,240.68,128.96,0.1985,2,0.0559,7,Other
tt2932536,47 Meters Down,2017,62198461,44307191.0,17.945840830715596,17.60665756946821,2,14,20,46.03,217.28,0.5667,0,0.0,5,Summer
tt4562518,The Distinguished Citizen,2016,4525656,,15.325273317946792,,207,14,19,140.04,161.08,0.1678,17,0.4533,9,Other
tt5333518,Yarn,2016,4925,,8.502282578680484,,237,203,54,229.43,208.89,0.2637,0,0.0,3,Spring
tt8242340,A Reindeer's Journey,2018,2053623,,14.5351165952647,,227,238,245,231.85,34.49,0.1976,0,0.0,12,Other
tt11043394,Blind Eyes Opened,2020,234505,234505.0,12.36523645289509,12.36523645289509,4,4,5,67.97,96.87,0.1967,1,0.0267,1,Other
tt14871868,Song Hae 1927,2020,25525,,10.147452819542636,,28,24,22,111.12,89.48,0.3672,1,0.0267,10,Other
tt7657364,Gothic Harvest,2018,18479,,9.824444345195674,,5,3,3,60.02,119.49,0.1813,3,0.0844,8,Awards
tt5856116,Innocent Curse,2017,3918114,,15.181121228765926,,20,6,10,56.4,162.45,0.0438,6,0.16,6,Other
tt1524515,5lbs of Pressure,2024,32070,,10.375707473990891,,133,6,7,115.39,193.09,0.1043,1,0.0267,3,Other
tt10341196,Gigi & Nate,2022,2280814,2280814.0,14.640043393198749,14.640043393198749,28,22,24,138.46,141.98,0.3623,2,0.0533,9,Awards
tt31702278,The Negotiator,2025,1061798,,13.875475197334316,,27,28,23,69.31,79.26,0.1667,4,0.1067,3,Other
tt11934038,The Burning Cold,2022,100772,,11.520625741596415,,198,216,233,192.43,73.07,0.0579,0,0.0,1,Other
tt9778888,The Mayor of Rione Sanità,2019,465257,,13.050347369413084,,10,9,7,53.95,120.36,0.3425,1,0.0267,8,Other
tt7481246,Old Beast,2017,311678,,12.649729091012269,,49,42,48,91.67,85.67,0.2742,1,0.0267,7,Other
tt7601480,Major Grom: Plague Doctor,2021,4493306,,15.318099514229027,,16,10,8,81.36,154.92,0.4515,0,0.0,4,Other
tt6058136,You Only Live Once,2017,493374,,13.109024812965147,,96,50,35,153.04,132.39,0.3874,9,0.24,6,Other
tt21996838,Mister Organ,2022,314489,36088.0,12.658707558114727,10.493743388746434,237,237,237,211.64,8.15,0.0154,0,0.0,9,Awards
tt29336411,Melanet,2023,13225,,9.489939868234607,,20,7,4,63.32,170.2,0.7105,1,0.0267,9,Other
tt27526478,Three heroes and the Navel of the Earth,2023,13028535,,16.382652586687303,,215,230,234,208.54,108.98,0.393,0,0.0,12,Other
tt8296660,A Remarkable Tale,2019,560504,,13.236593442061164,,238,180,60,198.76,163.42,0.1707,11,0.2933,7,Summer
tt9668564,Sir-Ayet,2019,242540,,12.398926047233536,,19,15,19,99.01,166.07,0.5562,0,0.0,1,Other
tt13777452,Plastic Symphony,2022,2665,,7.888334500738654,,34,34,32,138.55,46.15,0.0818,2,0.0533,11,Other
tt15112308,Long Way Back,2022,15578,,9.653679132512428,,25,22,26,102.95,77.93,0.2433,2,0.0533,3,Other
tt27881574,Sureshinteyum Sumalathayudeyum Hridayahariyaya Pranayakatha,2024,8153,,9.006263883379198,,141,77,61,173.21,139.12,0.478,5,0.1333,5,Other
tt3544112,Sing Street,2016,13624522,3237118.0,16.427381888726433,14.990194294667011,5,4,3,113.48,99.24,0.1064,2,0.0533,1,Spring
tt5724948,Old Boys,2018,28092,,10.243275713968425,,2,181,210,184.36,205.76,0.8895,3,0.08,6,Other
tt8901722,Proud of Me,2018,6849959,,15.7397533708053,,78,55,84,113.58,95.68,0.0783,6,0.16,8,Other
tt6916348,The Warrior Queen of Jhansi,2019,202142,177289.0,12.216730646717693,12.085542088892426,8,5,9,129.17,126.27,0.2442,1,0.0267,11,Awards
tt4741466,Benidorm mon amour,2016,15568,,9.653037036689676,,133,168,209,183.18,93.87,0.196,9,0.24,6,Other
tt30478390,August,2025,20320460,,16.827138867425084,,157,75,25,190.91,204.4,0.4167,0,0.0,9,Other
tt7286908,The Liquidator,2017,35046130,,17.37217578018793,,246,243,239,182.41,91.09,0.3421,6,0.16,12,Other
tt31392191,Where the Wind Comes From,2025,3577,,8.182559264068665,,222,240,245,209.36,69.97,0.4435,2,0.0533,1,Other
tt8023734,Kadaikutty Singam,2018,224049,,12.319624520214289,,195,130,101,198.71,135.77,0.3575,1,0.0267,7,Other
tt11847972,Breaking Up in Rome,2021,16061,,9.684211512748409,,239,174,103,206.82,109.81,0.3838,2,0.0533,11,Other
tt10713818,The House of Us,2019,339356,,12.734807929589705,,206,147,105,189.94,128.15,0.709,0,0.0,8,Other
tt13259956,The Elephant 6 Recording Co.,2022,14000,14000.0,9.546884034617923,9.546884034617923,201,180,165,127.14,82.91,0.2305,44,1.1733,11,Summer
tt16278206,The Short Straw,2022,18640,,9.833118734869243,,9,5,4,43.88,130.59,0.1663,3,0.08,1,Other
tt14391088,The Monkey King: Reborn,2021,13017088,,16.3817735906381,,96,64,36,130.57,155.14,0.3119,0,0.0,4,Other
tt29059073,Quasi a casa,2024,31035,,10.34290310001384,,252,238,176,176.94,117.7,0.1055,2,0.0533,8,Other
tt28258888,Matka,2024,16946,,9.737846105993372,,26,14,11,85.51,136.92,0.3551,7,0.1867,11,Awards
tt5986440,The Glassworker,2024,88080,66341.0,11.386012124647282,11.102578459770458,73,47,44,125.27,116.02,0.652,2,0.0533,6,Summer
tt33029955,One to One: John & Yoko,2024,968674,394239.0,13.783684437297822,12.884715139887238,34,12,8,123.4,159.37,0.6971,1,0.0267,8,Spring
tt36459558,La coleccionista,2025,113510,,11.639655027507072,,9,11,10,35.02,107.56,0.1043,7,0.1869,8,Other
tt5541542,Kill Time,2016,2002591,,14.509952899441108,,17,14,21,114.44,74.15,0.1419,2,0.0533,2,Other
tt7776936,Frontier,2018,1537478,,14.245654620032946,,30,27,25,120.59,63.03,0.3318,1,0.0267,2,Other
tt6465308,Spirou & Fantasio's Big Adventures,2018,1894378,,14.454401638306328,,251,251,250,209.01,61.59,0.1531,7,0.1867,2,Other
tt26773666,Close to Vermeer,2023,806026,178761.0,13.599872519687,12.093810591170078,33,31,28,86.72,56.7,0.2217,2,0.0533,3,Summer
tt11827282,Even in Dreams,2021,15671,15671.0,9.659630959624376,9.659630959624376,236,215,204,172.66,106.61,0.2267,3,0.08,8,Summer
tt21227108,Fairytale,2022,27648,,10.22734483993118,,178,178,178,139.59,0.0,0.0,0,0.0,8,Other
tt26420051,Carole King Home Again: Live in Central Park,2023,16245,16245.0,9.6956020036109,9.6956020036109,38,148,146,132.69,153.44,0.5834,1,0.027,1,Other
tt27441481,Coolie,2025,7501962,2450000.0,15.83067527759368,14.711598990684092,222,227,220,153.04,75.75,0.1435,8,0.2133,8,Summer
tt20202324,Magpie,2024,98902,,11.50189485082112,,110,70,55,121.32,113.56,0.5627,2,0.0533,3,Awards
tt9140904,Fan of Amoory,2018,121977,,11.711595979585516,,29,30,39,145.3,84.78,0.1566,5,0.1333,2,Other
tt7575628,El Paseo De Teresa,2017,572079,,13.257034120722276,,241,241,231,178.07,130.57,0.168,5,0.1333,12,Other
tt30701665,Kajolrekha,2024,23687,23687.0,10.072723869781427,10.072723869781427,17,18,16,102.87,83.83,0.3545,6,0.16,4,Summer
tt6230014,Under the Bed 3,2016,1325507,,14.097306340151322,,8,7,6,59.87,49.9,0.142,2,0.0571,3,Other
tt32897283,Fena Halde Fiorella,2025,1836,,7.515889085215125,,172,140,57,128.87,152.64,0.031,5,0.1399,4,Other
tt15360286,Bhagwan Bharose,2023,1955,,7.578656850594762,,229,231,223,201.87,104.75,0.2682,6,0.1683,5,Other
tt32606427,Like My Brother,2024,66602,,11.106504900559028,,194,48,40,166.9,133.29,0.0887,0,0.0,8,Other
tt27696645,The Stones and Brian Jones,2023,95767,57924.0,11.469683878931203,10.966904349300576,8,7,7,97.03,79.33,0.1232,5,0.1333,5,Awards
tt27047448,Til Death Do Us Part,2023,113607,,11.640509205324848,,5,21,30,73.59,205.91,0.6874,0,0.0,8,Other
tt16311394,Summer to Come,2022,7412,,8.910990494656719,,212,63,13,188.92,234.77,0.8507,0,0.0,11,Other
tt5029608,Frantz,2016,7478354,880883.0,15.827523405978662,13.688681227690797,252,252,252,150.05,27.36,0.5555,1,0.0267,7,Spring
tt16909478,The Mountain,2022,660878,,13.40132604610124,,79,113,124,129.9,70.18,0.4776,0,0.0,5,Other
tt29996716,Chaari 111,2024,7178,,8.878915376576483,,14,14,14,107.87,89.84,0.3636,2,0.0533,3,Other
tt10616608,Thunderdome Never Dies,2019,122970,,11.71970383419816,,16,17,16,53.74,105.02,0.2316,0,0.0,11,Other
tt20251588,Shoshana,2023,244244,139443.0,12.40592709886643,11.845418365955728,25,7,5,103.34,148.68,0.1048,19,0.5067,9,Summer
tt10963790,The Knight and the Princess,2019,10386,,9.248310303227813,,44,49,65,148.13,100.43,0.2021,2,0.0533,9,Other
tt2114504,Woody Woodpecker,2017,15316635,,16.544450115919577,,31,130,212,193.21,167.34,0.263,3,0.08,10,Other
tt23888758,Layla,2024,79898,,11.288518616031489,,32,14,23,100.26,144.47,0.2339,1,0.0267,1,Other
tt31546357,Mamutu medziokle,2024,25970,,10.164735809883885,,12,18,16,43.36,95.1,0.4533,1,0.0267,3,Other
tt5636668,Battle of Memories,2017,43892362,594552.0,17.597250899358453,13.295565141685978,209,209,209,128.9,2.34,0.0113,1,0.0265,4,Spring
tt21046366,Electric Malady,2022,3487,,8.15708378502887,,237,236,232,160.69,48.44,0.04,0,0.0,3,Other
tt9031484,House of Cardin,2019,67508,,11.120016201305855,,234,87,36,188.09,228.92,0.5481,3,0.08,9,Other
tt32611696,Çakallarla Dans 7,2024,3052755,,14.931555347134331,,29,36,39,111.3,148.51,0.5489,10,0.2667,12,Other
tt10698174,Wolf,2021,565825,147595.0,13.246041889427254,11.902234090510287,36,29,16,75.04,119.16,0.0307,1,0.0267,9,Holiday
tt4778500,Her Love Boils Bathwater,2016,160697,,11.987282106097442,,199,189,187,202.77,75.15,0.4018,1,0.0267,10,Other
tt6476140,Serenity,2019,14454622,8547045.0,16.486524852151618,15.961096284139057,243,234,225,184.9,54.99,0.3239,2,0.0533,1,Other
tt9596638,The Big Shot,2019,56040681,,17.841588449237687,,34,55,98,113.94,140.01,0.0516,7,0.1867,1,Other
tt9257906,The Unkind,2021,112083,,11.627003869167778,,26,22,30,76.34,84.64,0.2258,0,0.0,11,Other
tt34092261,Bob a Bobek ve filmu: Na stope Mrkvojeda,2024,639754,,13.368840569544444,,131,168,98,148.14,114.72,0.1143,0,0.0,12,Other
tt5697870,Lucknow Central,2017,2297750,,14.647441376428617,,7,7,6,84.5,64.23,0.1097,5,0.1381,9,Other
tt5483626,Enai Noki Paayum Thota,2019,172647,,12.0590101186213,,253,251,238,191.56,50.83,0.1852,1,0.0267,9,Other
tt6689014,She Came to Me,2023,1178149,733978.0,13.97945596955252,13.506235696833146,117,156,159,127.43,79.15,0.4832,3,0.08,2,Awards
tt7267498,The Legend of La Llorona,2022,369334,,12.819459370246454,,235,235,237,157.29,15.93,0.0002,0,0.0,1,Other
tt8520614,Under the Wire,2018,23897,3429.0,10.0815500524097,8.140315540159985,1,1,1,69.54,34.2,0.0866,2,0.0533,6,Awards
tt23785676,Un día cualquiera,2024,8648,,9.065198986306513,,16,7,5,65.66,150.48,0.6276,0,0.0,4,Other
tt11835588,Efsunlu Ayin,2020,79498,,11.28349972194696,,12,5,2,50.84,199.8,0.523,0,0.0,2,Other
tt6203570,Mountain,2017,2129889,365412.0,14.571580893159563,12.808783499742551,59,63,83,103.72,63.77,0.1488,0,0.0,6,Summer
tt6126428,Hep Yek 2,2017,1156461,,13.96087590235332,,36,62,39,147.61,131.85,0.2689,11,0.2933,1,Other
tt27374831,The Nettle Dress,2023,121775,,11.709938570507171,,35,31,18,80.31,123.77,0.0375,1,0.0267,11,Other
tt7208564,Blood Fest,2018,122833,82774.0,11.718589129337104,11.323881362415449,4,3,6,61.87,127.74,0.1998,1,0.0287,3,Summer
tt5670382,A Moving Image,2016,7807,,8.962904128092928,,252,251,240,203.71,41.92,0.1518,2,0.0533,6,Other
tt8074440,Nothing Ever Happened,2022,9737,,9.183791036742646,,171,131,96,139.76,119.98,0.3021,3,0.08,9,Other
tt18224610,House of Darkness,2022,8074,,8.996528148090857,,38,7,28,86.78,210.11,0.0515,2,0.0533,7,Other
tt11349638,Tell Her,2020,69557,,11.149916215898456,,27,17,33,103.36,93.87,0.0887,3,0.0852,9,Other
tt9537888,Ella Bella Bingo,2020,1347044,,14.113423862406863,,193,193,217,172.92,128.07,0.1622,3,0.08,1,Other
tt15546822,Mukundan Unni Associates,2022,44990,,10.714217748749787,,33,34,31,130.83,86.27,0.1802,1,0.0267,11,Other
tt26885613,Hamare Baarah,2024,490,,6.19644412779452,,60,51,62,116.77,55.66,0.2002,15,0.4,6,Other
tt27791972,Outbreak,2024,24881,,10.121899929474436,,9,23,30,105.9,134.59,0.3852,1,0.027,12,Other
tt11772966,Atabai,2020,13937,,9.542374201998465,,195,193,200,172.39,23.58,0.0516,0,0.0,2,Other
tt7502214,Seven Sundays,2017,214641,,12.276726802983786,,243,239,234,197.95,81.31,0.301,5,0.1333,10,Other
tt8006460,Rashid & Rajab,2019,819077,,13.615934596395585,,252,252,251,228.12,54.0,0.1612,2,0.0533,6,Other
tt30469484,Peppa's Cinema Party,2024,3473576,,15.060695456711604,,78,93,154,191.15,111.65,0.1762,2,0.054,2,Other
tt9564774,Venky Mama,2019,76083,,11.239593272072732,,171,123,84,157.6,129.38,0.48,3,0.08,12,Other
tt6917966,Mohanlal,2018,250635,,12.431756966354136,,57,153,206,167.34,150.0,0.4508,3,0.08,4,Other
tt33098517,Leo & Lou,2025,182286,,12.11333764709822,,13,52,60,125.36,138.85,0.472,2,0.0566,11,Other
tt30427991,A Man Who Heals the City,2023,227273,,12.33391161702438,,224,226,232,154.14,23.18,0.0411,0,0.0,10,Other
tt5700648,A Man and a Woman,2016,1419313,,14.165684214256174,,83,93,81,141.58,39.27,0.0775,2,0.0533,2,Other
tt36874833,Below the Clouds,2025,131608,,11.78759068459268,,29,29,29,76.49,6.85,0.0039,1,0.0267,8,Spring
tt5271442,Maalik,2016,10121,,9.222466551774025,,16,9,4,62.43,161.21,0.5972,6,0.16,4,Other
tt14500584,Beyond the Infinite Two Minutes,2020,450,,6.111467339502679,,100,170,136,196.23,120.39,0.0704,4,0.1067,6,Other
tt11695864,Pink or Bell,2018,2963,,7.994294986415977,,87,34,78,121.7,154.1,0.0114,1,0.0267,8,Other
tt29713093,We Bury the Dead,2024,3858861,3711918.0,15.165882879320602,15.127059551529454,27,20,17,112.82,143.64,0.2577,3,0.08,11,Other
tt4632316,Gleason,2016,583664,583664.0,13.277082467084666,13.277082467084666,253,214,5,199.65,187.61,0.0076,3,0.08,1,Summer
tt16194990,#ChadGetstheAxe,2022,270090,,12.506514218233326,,192,6,3,138.1,217.24,0.2386,4,0.1067,10,Other
tt8364368,Crawl,2019,91542097,39014193.0,18.33230951186967,17.4794360865986,8,18,25,79.73,152.2,0.2402,1,0.0267,7,Summer
tt4805816,Love and Fury,2016,139896,,11.848661716535156,,14,8,5,134.84,104.21,0.1963,2,0.0533,10,Other
tt5735188,Eput,2016,431671,,12.975421319583695,,6,2,4,51.59,128.34,0.0422,7,0.3699,12,Other
tt8668298,Not Guilty,2018,140869,,11.855592758254351,,31,4,3,96.58,204.69,0.2261,7,0.1867,8,Other
tt11140488,The Wolf of Snow Hollow,2020,266963,185026.0,12.494869096831136,12.128257039357337,206,54,43,213.65,159.8,0.3248,0,0.0,10,Awards
tt10885722,Ammen,2020,38444,,10.55698392746628,,231,228,217,194.3,57.66,0.1569,9,0.2473,7,Other
tt27121101,Kleinkinderen van de Oost,2023,128840,,11.766334364979746,,203,188,145,171.72,77.72,0.0617,3,0.084,3,Other
tt33348127,Back to the Past,2025,14880547,1895193.0,16.515565414648076,14.45483176592892,20,17,23,68.61,143.93,0.2885,1,0.0267,12,Other
tt9251402,Infinite Sea,2021,1905,,7.552762084214147,,145,185,227,175.29,102.74,0.0105,2,0.0533,7,Other
tt6566624,Hitler's Hollywood,2017,43766,43766.0,10.686635387740004,10.686635387740004,64,3,5,126.13,206.94,0.0984,7,0.1867,2,Spring
tt5460858,The White Crow,2018,7622595,1828784.0,15.84662755205845,14.419162369889309,37,51,67,93.87,84.54,0.1025,0,0.0,8,Spring
tt7175988,Zoufalé zeny delají zoufalé veci,2018,1536992,,14.245338468183752,,246,244,243,230.88,54.24,0.2499,1,0.03,1,Other
tt28152455,Rewind,2023,291782,,12.583765654292131,,53,50,41,163.3,104.78,0.2018,2,0.054,12,Other
tt25427082,Balas & Bolinhos: Só Mais uma Coisa,2024,1689347,,14.339853213643178,,27,8,3,67.58,211.9,0.8658,4,0.1067,8,Other
tt5472374,Meri Pyaari Bindu,2017,1551097,,14.254473625204492,,46,32,44,155.94,190.54,0.2642,3,0.08,5,Other
tt10300174,Lynn + Lucy,2019,2518,,7.831617276352611,,20,24,60,108.7,137.31,0.3898,2,0.0533,9,Other
tt7638348,Boss Level,2020,1753823,,14.377309104804404,,23,37,54,132.32,106.95,0.3123,11,0.2933,2,Other
tt13845660,Beautiful Beings,2022,178839,,12.094246830347917,,215,208,180,165.76,111.34,0.5073,4,0.1067,2,Other
tt38628047,Hepta 2: The Last Debate,2025,224647,,12.322290011721083,,191,211,218,202.09,43.85,0.6233,8,0.2133,10,Other
tt23322952,Amiko,2022,17279,,9.757305042358048,,166,109,77,149.81,109.29,0.605,0,0.0,7,Other
tt6153962,Shadowman,2017,13498,13498.0,9.510370887608827,9.510370887608827,17,17,21,91.89,40.55,0.0078,1,0.0267,4,Holiday
tt7208648,Jawaan,2017,20571,,9.931686206894806,,155,190,206,167.08,92.01,0.9336,3,0.08,11,Other
tt15000314,Green Snake,2021,8170000,,15.9159795892352,,202,204,204,166.2,45.71,0.4096,1,0.0267,7,Other
tt31926053,How to Come Alive with Norman Mailer,2023,66974,66974.0,11.11207469441281,11.11207469441281,220,213,203,138.41,11.26,0.0306,0,0.0,11,Summer
tt8351520,White Riot,2019,185973,,12.133362157978276,,240,239,239,142.42,50.41,0.0105,8,0.2133,10,Other
tt8426926,Shamshera,2022,608342,,13.318494146615327,,208,115,30,199.66,175.25,0.3132,4,0.1067,7,Other
tt4271910,Everything Now,2016,63970,,11.066185134649654,,11,6,3,38.54,156.13,0.3061,2,0.0533,5,Other
tt37542725,"Yungblud: Are You Ready, Boy?",2025,494752,,13.111813927114948,,11,11,11,48.47,0.0,0.0,1,0.0271,8,Summer
tt16403170,Fósforos Mojados,2021,4724,,8.460622839927844,,15,14,13,117.99,102.36,0.0119,2,0.0533,10,Other
tt7275200,Fishtales 2,2017,78473,,11.270522638717209,,88,134,210,199.81,136.77,0.1604,0,0.0,11,Other
tt5356680,Born in Syria,2016,1185,,7.078341579557671,,137,59,41,157.33,86.84,0.4958,1,0.0267,11,Other
tt8591526,Fremont,2023,601594,271343.0,13.307339740413015,12.51114266758318,64,64,64,94.04,3.41,0.0428,1,0.0267,1,Summer
tt23770418,Kaguya-sama: Love Is War - The First Kiss That Never Ends,2022,318800,,12.672322362656136,,53,17,22,166.83,116.97,0.109,2,0.0533,12,Other
tt10720352,Arthur the King,2024,40861764,25049006.0,17.5257053427008,17.03634474399087,40,32,17,134.26,94.54,0.2229,1,0.0267,2,Spring
tt33050528,Colorful Stage! The Movie: A Miku Who Can't Sing,2025,14693294,3661284.0,16.5029018252445,15.113324736655034,79,107,140,170.49,119.29,0.2473,4,0.1067,1,Spring
tt20873498,Motel Melati,2023,164413,,12.010142916129318,,25,30,53,55.81,126.68,0.0515,7,0.1867,3,Other
tt5665040,Suddenly Seventeen,2016,18652886,,16.741511491001596,,31,105,131,143.02,159.58,0.7416,2,0.0533,12,Other
tt13372944,Madres,2021,4011,,8.297045149081827,,201,201,201,179.22,9.93,0.0124,1,0.0267,10,Other
tt31052469,The Light of Aisha,2025,44922,,10.712705192018596,,207,170,136,152.2,106.89,0.5758,0,0.0,4,Other
tt8694228,Mikhael,2019,9237,,9.13108069099055,,11,10,6,54.42,121.49,0.1749,2,0.0533,1,Other
tt8221738,Mi vida,2019,830386,,13.629647136165246,,43,74,146,175.33,161.61,0.2468,2,0.054,10,Other
tt6458228,Sin,2019,243043,,12.400997775890346,,61,69,74,103.87,34.57,0.0865,0,0.0,10,Other
tt12969134,Chiri,2021,1885,,7.542213463193403,,47,16,11,140.44,171.19,0.5359,3,0.08,3,Other
tt12573294,Love,2020,17971,,9.79657027019005,,238,235,234,165.99,28.18,0.2217,2,0.0533,10,Other
tt14317746,The Gallery,2022,1406,,7.249215057114389,,228,225,226,198.3,49.32,0.1406,13,0.3467,9,Other
tt20672356,Semmelweis,2023,2226270,,14.615838546444383,,20,17,14,54.08,90.28,0.5456,5,0.1333,11,Other
tt11760562,The Drunk,2023,1524,,7.329749689041512,,246,246,246,150.4,64.07,0.3497,1,0.0267,10,Other
tt6615894,Ranam,2018,142281,,11.865566282753026,,37,24,29,97.21,76.26,0.3178,2,0.0533,9,Awards
tt5943392,Branagh Theatre Live: Romeo and Juliet,2016,1192159,,13.991277345787555,,19,18,18,84.58,13.07,0.0021,2,0.0533,7,Summer
tt5320518,De Zevende Hemel,2016,1691161,,14.340926424593071,,19,18,13,139.48,117.4,0.2079,8,0.2133,11,Other
tt29300998,Band Together,2025,2319830,,14.657004896161594,,199,235,245,192.02,83.31,0.6917,7,0.1961,9,Other
tt16302704,Bull Run,2023,4488,,8.409385238781931,,244,244,232,228.73,39.14,0.0008,0,0.0,6,Other
tt2538222,You're Killing Me Susana,2016,1391292,,14.145744088551588,,247,246,249,221.46,58.4,0.1845,1,0.0267,3,Other
tt7135128,Ach spij kochanie,2017,539954,,13.199241081734709,,48,37,39,114.3,44.92,0.2446,7,0.2099,10,Other
tt4471634,64: Part 2,2016,15570077,,16.560861553431543,,6,87,112,111.68,143.32,0.4698,0,0.0,6,Other
tt26537229,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,2023,56319794,10117806.0,17.846556629892664,16.1298074987361,35,27,26,99.37,79.73,0.4014,1,0.0267,2,Spring
tt5402714,Here After,2024,16451,,9.708202329350314,,191,212,239,171.29,102.5,0.0035,0,0.0,7,Other
tt5524630,The Brave,2019,2548,,7.8434564043761155,,6,9,23,108.55,123.99,0.1202,2,0.0533,3,Other
tt5822536,Paddington in Peru,2024,172238740,45800000.0,18.964392101425624,17.639794670918473,38,33,30,113.07,108.51,0.3433,8,0.2133,11,Other
tt7162416,Milla,2017,3304,,8.103191752285786,,17,11,10,68.05,148.31,0.6332,1,0.0267,8,Summer
tt5611958,Ada for Mayor,2016,12799,,9.457200449907708,,12,14,15,85.23,75.56,0.2381,1,0.0267,4,Other
tt6354108,Self-Criticism of a Bourgeois Dog,2017,10081,,9.218506934642576,,211,49,32,201.76,189.58,0.8542,0,0.0,1,Other
tt30918821,Last Swim,2024,50552,,10.830777569868651,,29,28,12,135.29,146.76,0.3105,5,0.1333,2,Other
tt8022648,Barrefondo,2018,3376,,8.124743020385568,,6,27,43,130.36,203.73,0.6037,1,0.028,11,Other
tt10153510,Corazón ardiente,2020,556788,,13.229941632060074,,141,172,168,181.78,78.07,0.5489,5,0.1401,2,Other
tt31529048,Jesus Thirsts: The Miracle of the Eucharist,2024,2927121,2927121.0,14.889530245707345,14.889530245707345,20,11,5,75.43,150.24,0.7007,0,0.0,6,Summer
tt5362940,Eternal Beauty,2019,68905,,11.140498535938862,,78,93,184,155.53,143.8,0.0431,2,0.0533,10,Other
tt11848290,Steelers: The World's First Gay Rugby Club,2020,7870,,8.97094039814245,,37,49,48,186.39,156.91,0.1533,8,0.2133,3,Other
tt9892094,Mogul Mowgli,2020,126324,52539.0,11.74661323016011,10.86933006323953,144,161,174,158.81,70.32,0.464,1,0.0267,2,Awards
tt7412738,Nanu Ki Jaanu,2018,18065,,9.801786997709788,,56,52,50,138.22,117.78,0.5004,6,0.1598,4,Other
tt30869622,El Hareefa,2024,153811,,11.943486356417036,,166,111,73,177.56,136.59,0.4333,9,0.24,1,Other
tt3513500,Chip 'n Dale: Rescue Rangers,2022,623190,,13.34260833184261,,44,23,15,130.87,170.64,0.5506,0,0.0,5,Other
tt12372438,The Hit,2022,3028,3028.0,8.015987811027237,8.015987811027237,248,135,3,191.25,202.64,0.1108,4,0.1067,12,Holiday
